Tick ,Customer ID,Transaction Status,With
1818,4,Invalid Transaction,-->1818
1818,3,Invalid Transaction,-->1818
1818,2,Invalid Transaction,-->1818
1818,1,Invalid Transaction,-->1818
1819,4,Invalid Transaction,-->1819
1819,3,Invalid Transaction,-->1819
1819,2,Invalid Transaction,-->1819
1819,1,Invalid Transaction,-->1819
1820,4,Invalid Transaction,-->1820
1820,3,Invalid Transaction,-->1820
1820,2,Invalid Transaction,-->1820
1820,1,Invalid Transaction,-->1820
1821,4,Invalid Transaction,-->1821
1821,3,Invalid Transaction,-->1821
1821,2,Invalid Transaction,-->1821
1821,1,Invalid Transaction,-->1821
1822,4,Invalid Transaction,-->1822
1822,3,Invalid Transaction,-->1822
1822,2,Invalid Transaction,-->1822
1822,1,Invalid Transaction,-->1822
1823,4,Invalid Transaction,-->1823
1823,3,Invalid Transaction,-->1823
1823,2,Invalid Transaction,-->1823
1823,1,Invalid Transaction,-->1823
1824,4,Invalid Transaction,-->1824
1824,3,Invalid Transaction,-->1824
1824,2,Invalid Transaction,-->1824
1824,1,Invalid Transaction,-->1824
1825,4,Invalid Transaction,-->1825
1825,3,Invalid Transaction,-->1825
1825,2,Invalid Transaction,-->1825
1825,1,Invalid Transaction,-->1825
1826,4,Invalid Transaction,-->1826
1826,3,Invalid Transaction,-->1826
1826,2,Invalid Transaction,-->1826
1826,1,Invalid Transaction,-->1826
1827,4,Invalid Transaction,-->1827
1827,3,Invalid Transaction,-->1827
1827,2,Invalid Transaction,-->1827
1827,1,Invalid Transaction,-->1827
1828,4,Invalid Transaction,-->1828
1828,3,Invalid Transaction,-->1828
1828,2,Invalid Transaction,-->1828
1828,1,Invalid Transaction,-->1828
1829,4,Invalid Transaction,-->1829
1829,3,Invalid Transaction,-->1829
1829,2,Invalid Transaction,-->1829
1829,1,Invalid Transaction,-->1829
1830,4,Invalid Transaction,-->1830
1830,3,Invalid Transaction,-->1830
1830,2,Invalid Transaction,-->1830
1830,1,Invalid Transaction,-->1830
1831,4,Invalid Transaction,-->1831
1831,3,Invalid Transaction,-->1831
1831,2,Invalid Transaction,-->1831
1831,1,Invalid Transaction,-->1831
1832,4,Invalid Transaction,-->1832
1832,3,Invalid Transaction,-->1832
1832,2,Invalid Transaction,-->1832
1832,1,Invalid Transaction,-->1832
1833,4,Invalid Transaction,-->1833
1833,3,Invalid Transaction,-->1833
1833,2,Invalid Transaction,-->1833
1833,1,Invalid Transaction,-->1833
1834,4,Invalid Transaction,-->1834
1834,3,Invalid Transaction,-->1834
1834,2,Invalid Transaction,-->1834
1834,1,Invalid Transaction,-->1834
1835,4,Invalid Transaction,-->1835
1835,3,Invalid Transaction,-->1835
1835,2,Invalid Transaction,-->1835
1835,1,Invalid Transaction,-->1835
1836,4,Invalid Transaction,-->1836
1836,3,Invalid Transaction,-->1836
1836,2,Invalid Transaction,-->1836
1836,1,Invalid Transaction,-->1836
1837,4,Invalid Transaction,-->1837
1837,3,Invalid Transaction,-->1837
1837,2,Invalid Transaction,-->1837
1837,1,Invalid Transaction,-->1837
1838,4,Invalid Transaction,-->1838
1838,3,Invalid Transaction,-->1838
1838,2,Invalid Transaction,-->1838
1838,1,Invalid Transaction,-->1838
1839,4,Invalid Transaction,-->1839
1839,3,Invalid Transaction,-->1839
1839,2,Invalid Transaction,-->1839
1839,1,Invalid Transaction,-->1839
1840,4,Invalid Transaction,-->1840
1840,3,Invalid Transaction,-->1840
1840,2,Invalid Transaction,-->1840
1840,1,Invalid Transaction,-->1840
1841,4,Invalid Transaction,-->1841
1841,3,Invalid Transaction,-->1841
1841,2,Invalid Transaction,-->1841
1841,1,Invalid Transaction,-->1841
1842,4,Invalid Transaction,-->1842
1842,3,Invalid Transaction,-->1842
1842,2,Invalid Transaction,-->1842
1842,1,Invalid Transaction,-->1842
1843,4,Invalid Transaction,-->1843
1843,3,Invalid Transaction,-->1843
1843,2,Invalid Transaction,-->1843
1843,1,Invalid Transaction,-->1843
1844,4,Invalid Transaction,-->1844
1844,3,Invalid Transaction,-->1844
1844,2,Invalid Transaction,-->1844
1844,1,Invalid Transaction,-->1844
1845,4,Invalid Transaction,-->1845
1845,3,Invalid Transaction,-->1845
1845,2,Invalid Transaction,-->1845
1845,1,Invalid Transaction,-->1845
1846,4,Invalid Transaction,-->1846
1846,3,Invalid Transaction,-->1846
1846,2,Invalid Transaction,-->1846
1846,1,Invalid Transaction,-->1846
1847,4,Invalid Transaction,-->1847
1847,3,Invalid Transaction,-->1847
1847,2,Invalid Transaction,-->1847
1847,1,Invalid Transaction,-->1847
1848,4,Invalid Transaction,-->1848
1848,3,Invalid Transaction,-->1848
1848,2,Invalid Transaction,-->1848
1848,1,Invalid Transaction,-->1848
1849,4,Invalid Transaction,-->1849
1849,3,Invalid Transaction,-->1849
1849,2,Invalid Transaction,-->1849
1849,1,Invalid Transaction,-->1849
1850,4,Invalid Transaction,-->1850
1850,3,Invalid Transaction,-->1850
1850,2,Invalid Transaction,-->1850
1850,1,Invalid Transaction,-->1850
1851,4,Invalid Transaction,-->1851
1851,3,Invalid Transaction,-->1851
1851,2,Invalid Transaction,-->1851
1851,1,Invalid Transaction,-->1851
1852,4,Invalid Transaction,-->1852
1852,3,Invalid Transaction,-->1852
1852,2,Invalid Transaction,-->1852
1852,1,Invalid Transaction,-->1852
1853,4,Invalid Transaction,-->1853
1853,3,Invalid Transaction,-->1853
1853,2,Invalid Transaction,-->1853
1853,1,Invalid Transaction,-->1853
1854,4,Invalid Transaction,-->1854
1854,3,Invalid Transaction,-->1854
1854,2,Invalid Transaction,-->1854
1854,1,Invalid Transaction,-->1854
1855,4,Invalid Transaction,-->1855
1855,3,Invalid Transaction,-->1855
1855,2,Invalid Transaction,-->1855
1855,1,Invalid Transaction,-->1855
1856,4,Invalid Transaction,-->1856
1856,3,Invalid Transaction,-->1856
1856,2,Invalid Transaction,-->1856
1856,1,Invalid Transaction,-->1856
1857,4,Invalid Transaction,-->1857
1857,3,Invalid Transaction,-->1857
1857,2,Invalid Transaction,-->1857
1857,1,Invalid Transaction,-->1857
1858,4,Invalid Transaction,-->1858
1858,3,Invalid Transaction,-->1858
1858,2,Invalid Transaction,-->1858
1858,1,Invalid Transaction,-->1858
1859,4,Invalid Transaction,-->1859
1859,3,Invalid Transaction,-->1859
1859,2,Invalid Transaction,-->1859
1859,1,Invalid Transaction,-->1859
1860,4,Invalid Transaction,-->1860
1860,3,Invalid Transaction,-->1860
1860,2,Invalid Transaction,-->1860
1860,1,Invalid Transaction,-->1860
1861,4,Invalid Transaction,-->1861
1861,3,Invalid Transaction,-->1861
1861,2,Invalid Transaction,-->1861
1861,1,Invalid Transaction,-->1861
1862,4,Invalid Transaction,-->1862
1862,3,Invalid Transaction,-->1862
1862,2,Invalid Transaction,-->1862
1862,1,Invalid Transaction,-->1862
1863,4,Invalid Transaction,-->1863
1863,3,Invalid Transaction,-->1863
1863,2,Invalid Transaction,-->1863
1863,1,Invalid Transaction,-->1863
1864,4,Invalid Transaction,-->1864
1864,3,Invalid Transaction,-->1864
1864,2,Invalid Transaction,-->1864
1864,1,Invalid Transaction,-->1864
1865,4,Invalid Transaction,-->1865
1865,3,Invalid Transaction,-->1865
1865,2,Invalid Transaction,-->1865
1865,1,Invalid Transaction,-->1865
1866,4,Invalid Transaction,-->1866
1866,3,Invalid Transaction,-->1866
1866,2,Invalid Transaction,-->1866
1866,1,Invalid Transaction,-->1866
1867,4,Invalid Transaction,-->1867
1867,3,Invalid Transaction,-->1867
1867,2,Invalid Transaction,-->1867
1867,1,Invalid Transaction,-->1867
1868,4,Invalid Transaction,-->1868
1868,3,Invalid Transaction,-->1868
1868,2,Invalid Transaction,-->1868
1868,1,Invalid Transaction,-->1868
1869,4,Invalid Transaction,-->1869
1869,3,Invalid Transaction,-->1869
1869,2,Invalid Transaction,-->1869
1869,1,Invalid Transaction,-->1869
1870,4,Invalid Transaction,-->1870
1870,3,Invalid Transaction,-->1870
1870,2,Invalid Transaction,-->1870
1870,1,Invalid Transaction,-->1870
1871,4,Invalid Transaction,-->1871
1871,3,Invalid Transaction,-->1871
1871,2,Invalid Transaction,-->1871
1871,1,Invalid Transaction,-->1871
1872,4,Invalid Transaction,-->1872
1872,3,Invalid Transaction,-->1872
1872,2,Invalid Transaction,-->1872
1872,1,Invalid Transaction,-->1872
1873,4,Invalid Transaction,-->1873
1873,3,Invalid Transaction,-->1873
1873,2,Invalid Transaction,-->1873
1873,1,Invalid Transaction,-->1873
1874,4,Invalid Transaction,-->1874
1874,3,Invalid Transaction,-->1874
1874,2,Invalid Transaction,-->1874
1874,1,Invalid Transaction,-->1874
1875,4,Invalid Transaction,-->1875
1875,3,Invalid Transaction,-->1875
1875,2,Invalid Transaction,-->1875
1875,1,Invalid Transaction,-->1875
1876,4,Invalid Transaction,-->1876
1876,3,Invalid Transaction,-->1876
1876,2,Invalid Transaction,-->1876
1876,1,Invalid Transaction,-->1876
1877,4,Invalid Transaction,-->1877
1877,3,Invalid Transaction,-->1877
1877,2,Invalid Transaction,-->1877
1877,1,Invalid Transaction,-->1877
1878,4,Invalid Transaction,-->1878
1878,3,Invalid Transaction,-->1878
1878,2,Invalid Transaction,-->1878
1878,1,Invalid Transaction,-->1878
1879,4,Invalid Transaction,-->1879
1879,3,Invalid Transaction,-->1879
1879,2,Invalid Transaction,-->1879
1879,1,Invalid Transaction,-->1879
1880,4,Invalid Transaction,-->1880
1880,3,Invalid Transaction,-->1880
1880,2,Invalid Transaction,-->1880
1880,1,Invalid Transaction,-->1880
1881,4,Invalid Transaction,-->1881
1881,3,Invalid Transaction,-->1881
1881,2,Invalid Transaction,-->1881
1881,1,Invalid Transaction,-->1881
1882,4,Invalid Transaction,-->1882
1882,3,Invalid Transaction,-->1882
1882,2,Invalid Transaction,-->1882
1882,1,Invalid Transaction,-->1882
1883,4,Invalid Transaction,-->1883
1883,3,Invalid Transaction,-->1883
1883,2,Invalid Transaction,-->1883
1883,1,Invalid Transaction,-->1883
1884,4,Invalid Transaction,-->1884
1884,3,Invalid Transaction,-->1884
1884,2,Invalid Transaction,-->1884
1884,1,Invalid Transaction,-->1884
1885,4,Invalid Transaction,-->1885
1885,3,Invalid Transaction,-->1885
1885,2,Invalid Transaction,-->1885
1885,1,Invalid Transaction,-->1885
1886,4,Invalid Transaction,-->1886
1886,3,Invalid Transaction,-->1886
1886,2,Invalid Transaction,-->1886
1886,1,Invalid Transaction,-->1886
1887,4,Invalid Transaction,-->1887
1887,3,Invalid Transaction,-->1887
1887,2,Invalid Transaction,-->1887
1887,1,Invalid Transaction,-->1887
1888,4,Invalid Transaction,-->1888
1888,3,Invalid Transaction,-->1888
1888,2,Invalid Transaction,-->1888
1888,1,Invalid Transaction,-->1888
1889,4,Invalid Transaction,-->1889
1889,3,Invalid Transaction,-->1889
1889,2,Invalid Transaction,-->1889
1889,1,Invalid Transaction,-->1889
1890,4,Invalid Transaction,-->1890
1890,3,Invalid Transaction,-->1890
1890,2,Invalid Transaction,-->1890
1890,1,Invalid Transaction,-->1890
1891,4,Invalid Transaction,-->1891
1891,3,Invalid Transaction,-->1891
1891,2,Invalid Transaction,-->1891
1891,1,Invalid Transaction,-->1891
1892,4,Invalid Transaction,-->1892
1892,3,Invalid Transaction,-->1892
1892,2,Invalid Transaction,-->1892
1892,1,Invalid Transaction,-->1892
1893,4,Invalid Transaction,-->1893
1893,3,Invalid Transaction,-->1893
1893,2,Invalid Transaction,-->1893
1893,1,Invalid Transaction,-->1893
1894,4,Invalid Transaction,-->1894
1894,3,Invalid Transaction,-->1894
1894,2,Invalid Transaction,-->1894
1894,1,Invalid Transaction,-->1894
1895,4,Invalid Transaction,-->1895
1895,3,Invalid Transaction,-->1895
1895,2,Invalid Transaction,-->1895
1895,1,Invalid Transaction,-->1895
1896,4,Invalid Transaction,-->1896
1896,3,Invalid Transaction,-->1896
1896,2,Invalid Transaction,-->1896
1896,1,Invalid Transaction,-->1896
1897,4,Invalid Transaction,-->1897
1897,3,Invalid Transaction,-->1897
1897,2,Invalid Transaction,-->1897
1897,1,Invalid Transaction,-->1897
1898,4,Invalid Transaction,-->1898
1898,3,Invalid Transaction,-->1898
1898,2,Invalid Transaction,-->1898
1898,1,Invalid Transaction,-->1898
1899,4,Invalid Transaction,-->1899
1899,3,Invalid Transaction,-->1899
1899,2,Invalid Transaction,-->1899
1899,1,Invalid Transaction,-->1899
1900,4,Invalid Transaction,-->1900
1900,3,Invalid Transaction,-->1900
1900,2,Invalid Transaction,-->1900
1900,1,Invalid Transaction,-->1900
1901,4,Invalid Transaction,-->1901
1901,3,Invalid Transaction,-->1901
1901,2,Invalid Transaction,-->1901
1901,1,Invalid Transaction,-->1901
1902,4,Invalid Transaction,-->1902
1902,3,Invalid Transaction,-->1902
1902,2,Invalid Transaction,-->1902
1902,1,Invalid Transaction,-->1902
1903,4,Invalid Transaction,-->1903
1903,3,Invalid Transaction,-->1903
1903,2,Invalid Transaction,-->1903
1903,1,Invalid Transaction,-->1903
1904,4,Invalid Transaction,-->1904
1904,3,Invalid Transaction,-->1904
1904,2,Invalid Transaction,-->1904
1904,1,Invalid Transaction,-->1904
1905,4,Invalid Transaction,-->1905
1905,3,Invalid Transaction,-->1905
1905,2,Invalid Transaction,-->1905
1905,1,Invalid Transaction,-->1905
1906,4,Invalid Transaction,-->1906
1906,3,Invalid Transaction,-->1906
1906,2,Invalid Transaction,-->1906
1906,1,Invalid Transaction,-->1906
1907,4,Invalid Transaction,-->1907
1907,3,Invalid Transaction,-->1907
1907,2,Invalid Transaction,-->1907
1907,1,Invalid Transaction,-->1907
1908,4,Invalid Transaction,-->1908
1908,3,Invalid Transaction,-->1908
1908,2,Invalid Transaction,-->1908
1908,1,Invalid Transaction,-->1908
1909,4,Invalid Transaction,-->1909
1909,3,Invalid Transaction,-->1909
1909,2,Invalid Transaction,-->1909
1909,1,Invalid Transaction,-->1909
1910,4,Invalid Transaction,-->1910
1910,3,Invalid Transaction,-->1910
1910,2,Invalid Transaction,-->1910
1910,1,Invalid Transaction,-->1910
1911,4,Invalid Transaction,-->1911
1911,3,Invalid Transaction,-->1911
1911,2,Invalid Transaction,-->1911
1911,1,Invalid Transaction,-->1911
1912,4,Invalid Transaction,-->1912
1912,3,Invalid Transaction,-->1912
1912,2,Invalid Transaction,-->1912
1912,1,Invalid Transaction,-->1912
1913,4,Invalid Transaction,-->1913
1913,3,Invalid Transaction,-->1913
1913,2,Invalid Transaction,-->1913
1913,1,Invalid Transaction,-->1913
1914,4,Invalid Transaction,-->1914
1914,3,Invalid Transaction,-->1914
1914,2,Invalid Transaction,-->1914
1914,1,Invalid Transaction,-->1914
1915,4,Invalid Transaction,-->1915
1915,3,Invalid Transaction,-->1915
1915,2,Invalid Transaction,-->1915
1915,1,Invalid Transaction,-->1915
1916,4,Invalid Transaction,-->1916
1916,3,Invalid Transaction,-->1916
1916,2,Invalid Transaction,-->1916
1916,1,Invalid Transaction,-->1916
1917,4,Invalid Transaction,-->1917
1917,3,Invalid Transaction,-->1917
1917,2,Invalid Transaction,-->1917
1917,1,Invalid Transaction,-->1917
1918,4,Invalid Transaction,-->1918
1918,3,Invalid Transaction,-->1918
1918,2,Invalid Transaction,-->1918
1918,1,Invalid Transaction,-->1918
1919,4,Invalid Transaction,-->1919
1919,3,Invalid Transaction,-->1919
1919,2,Invalid Transaction,-->1919
1919,1,Invalid Transaction,-->1919
1920,4,Invalid Transaction,-->1920
1920,3,Invalid Transaction,-->1920
1920,2,Invalid Transaction,-->1920
1920,1,Invalid Transaction,-->1920
1921,4,Invalid Transaction,-->1921
1921,3,Invalid Transaction,-->1921
1921,2,Invalid Transaction,-->1921
1921,1,Invalid Transaction,-->1921
1922,4,Invalid Transaction,-->1922
1922,3,Invalid Transaction,-->1922
1922,2,Invalid Transaction,-->1922
1922,1,Invalid Transaction,-->1922
1923,4,Invalid Transaction,-->1923
1923,3,Invalid Transaction,-->1923
1923,2,Invalid Transaction,-->1923
1923,1,Invalid Transaction,-->1923
1924,4,Invalid Transaction,-->1924
1924,3,Invalid Transaction,-->1924
1924,2,Invalid Transaction,-->1924
1924,1,Invalid Transaction,-->1924
1925,4,Invalid Transaction,-->1925
1925,3,Invalid Transaction,-->1925
1925,2,Invalid Transaction,-->1925
1925,1,Invalid Transaction,-->1925
1926,4,Invalid Transaction,-->1926
1926,3,Invalid Transaction,-->1926
1926,2,Invalid Transaction,-->1926
1926,1,Invalid Transaction,-->1926
1927,4,Invalid Transaction,-->1927
1927,3,Invalid Transaction,-->1927
1927,2,Invalid Transaction,-->1927
1927,1,Invalid Transaction,-->1927
1928,4,Invalid Transaction,-->1928
1928,3,Invalid Transaction,-->1928
1928,2,Invalid Transaction,-->1928
1928,1,Invalid Transaction,-->1928
1929,4,Invalid Transaction,-->1929
1929,3,Invalid Transaction,-->1929
1929,2,Invalid Transaction,-->1929
1929,1,Invalid Transaction,-->1929
1930,4,Invalid Transaction,-->1930
1930,3,Invalid Transaction,-->1930
1930,2,Invalid Transaction,-->1930
1930,1,Invalid Transaction,-->1930
1931,4,Invalid Transaction,-->1931
1931,3,Invalid Transaction,-->1931
1931,2,Invalid Transaction,-->1931
1931,1,Invalid Transaction,-->1931
1932,4,Invalid Transaction,-->1932
1932,3,Invalid Transaction,-->1932
1932,2,Invalid Transaction,-->1932
1932,1,Invalid Transaction,-->1932
1933,4,Invalid Transaction,-->1933
1933,3,Invalid Transaction,-->1933
1933,2,Invalid Transaction,-->1933
1933,1,Invalid Transaction,-->1933
1934,4,Invalid Transaction,-->1934
1934,3,Invalid Transaction,-->1934
1934,2,Invalid Transaction,-->1934
1934,1,Invalid Transaction,-->1934
1935,4,Invalid Transaction,-->1935
1935,3,Invalid Transaction,-->1935
1935,2,Invalid Transaction,-->1935
1935,1,Invalid Transaction,-->1935
1936,4,Invalid Transaction,-->1936
1936,3,Invalid Transaction,-->1936
1936,2,Invalid Transaction,-->1936
1936,1,Invalid Transaction,-->1936
1937,4,Invalid Transaction,-->1937
1937,3,Invalid Transaction,-->1937
1937,2,Invalid Transaction,-->1937
1937,1,Invalid Transaction,-->1937
1938,4,Invalid Transaction,-->1938
1938,3,Invalid Transaction,-->1938
1938,2,Invalid Transaction,-->1938
1938,1,Invalid Transaction,-->1938
1939,4,Invalid Transaction,-->1939
1939,3,Invalid Transaction,-->1939
1939,2,Invalid Transaction,-->1939
1939,1,Invalid Transaction,-->1939
1940,4,Invalid Transaction,-->1940
1940,3,Invalid Transaction,-->1940
1940,2,Invalid Transaction,-->1940
1940,1,Invalid Transaction,-->1940
1941,4,Invalid Transaction,-->1941
1941,3,Invalid Transaction,-->1941
1941,2,Invalid Transaction,-->1941
1941,1,Invalid Transaction,-->1941
1942,4,Invalid Transaction,-->1942
1942,3,Invalid Transaction,-->1942
1942,2,Invalid Transaction,-->1942
1942,1,Invalid Transaction,-->1942
1943,4,Invalid Transaction,-->1943
1943,3,Invalid Transaction,-->1943
1943,2,Invalid Transaction,-->1943
1943,1,Invalid Transaction,-->1943
1944,4,Invalid Transaction,-->1944
1944,3,Invalid Transaction,-->1944
1944,2,Invalid Transaction,-->1944
1944,1,Invalid Transaction,-->1944
1945,4,Invalid Transaction,-->1945
1945,3,Invalid Transaction,-->1945
1945,2,Invalid Transaction,-->1945
1945,1,Invalid Transaction,-->1945
1946,4,Invalid Transaction,-->1946
1946,3,Invalid Transaction,-->1946
1946,2,Invalid Transaction,-->1946
1946,1,Invalid Transaction,-->1946
1947,4,Invalid Transaction,-->1947
1947,3,Invalid Transaction,-->1947
1947,2,Invalid Transaction,-->1947
1947,1,Invalid Transaction,-->1947
1948,4,Invalid Transaction,-->1948
1948,3,Invalid Transaction,-->1948
1948,2,Invalid Transaction,-->1948
1948,1,Invalid Transaction,-->1948
1949,4,Invalid Transaction,-->1949
1949,3,Invalid Transaction,-->1949
1949,2,Invalid Transaction,-->1949
1949,1,Invalid Transaction,-->1949
1950,4,Invalid Transaction,-->1950
1950,3,Invalid Transaction,-->1950
1950,2,Invalid Transaction,-->1950
1950,1,Invalid Transaction,-->1950
1951,4,Invalid Transaction,-->1951
1951,3,Invalid Transaction,-->1951
1951,2,Invalid Transaction,-->1951
1951,1,Invalid Transaction,-->1951
1952,4,Invalid Transaction,-->1952
1952,3,Invalid Transaction,-->1952
1952,2,Invalid Transaction,-->1952
1952,1,Invalid Transaction,-->1952
1953,4,Invalid Transaction,-->1953
1953,3,Invalid Transaction,-->1953
1953,2,Invalid Transaction,-->1953
1953,1,Invalid Transaction,-->1953
1954,4,Invalid Transaction,-->1954
1954,3,Invalid Transaction,-->1954
1954,2,Invalid Transaction,-->1954
1954,1,Invalid Transaction,-->1954
1955,4,Invalid Transaction,-->1955
1955,3,Invalid Transaction,-->1955
1955,2,Invalid Transaction,-->1955
